1.2246467991473532e-16+0.0j,
-2.220446049250313e-16+-8.000000000719558j,
1.2246467991473532e-16+0.0j,
-6.490111782289829e-16+2.624921438343137e-09j,
1.2246467991473532e-16+0.0j,
2.899377028044066e-17+1.569649687232687e-09j,
1.2246467991473532e-16+0.0j,
-1.3551523844546272e-15+-1.7748291725183662e-09j,
1.2246467991473532e-16+0.0j,
2.220446049250313e-16+1.7748291725183662e-09j,
1.2246467991473532e-16+0.0j,
1.5915245857004153e-16+-1.5696504566340369e-09j,
1.2246467991473532e-16+0.0j,
-2.899377028044066e-17+-2.6249215571202067e-09j,
1.2246467991473532e-16+0.0j,
8.6529366479568585e-16+8.000000000719558j,
